ReadableTitle,Title,Author,Narrator,Series,Genres,Description
Children of Time,ChildrenofTime,AdrianTchaikovsky,MelHudson,TheChildrenofTimeNovels,ScienceFiction SpaceOpera FirstContact Post-Apocalyptic,Adrian Tchaikovksy's critically acclaimed stand-alone novel Children of Time is the epic story of humanity's battle for survival on a terraformed planet....
Children of Ruin,ChildrenofRuin,AdrianTchaikovsky,MelHudson,TheChildrenofTimeNovels,FirstContact ScienceFiction SpaceExploration,Thousands of years ago Earth’s terraforming program took to the stars. On the world they called Nod scientists discovered alien life - but it was their mission to overwrite it with the memory of Earth....
Fourth Wing,FourthWing,RebeccaYarros,GraphicAudio,TheEmpyrean GraphicAudio,Action&Adventure Fantasy Romance YoungAdult,Twenty-year-old Violet Sorrengail was supposed to enter the Scribe Quadrant living a quiet life among books and history. Now the commanding general—also known as her tough-as-talons mother—has ordered Violet to join the hundreds of candidates striving to become the elite of Navarre: dragon riders. But when you’re smaller than everyone else and your body is brittle death is only a heartbeat away...because dragons don’t bond to “fragile” humans. They incinerate them. With fewer dragons willing to bond than cadets most would kill Violet to better their own chances of success.
Legends & Lattes,Legends&Lattes,TravisBaldree,TravisBaldree,Legends&Lattes,SliceofLife Romance Fantasy Cozy LGBTQA+,After decades of raising hell Viv the orc barbarian is finally hanging up her sword for good. Now she sets her sights on a new dream—one that involves pulling more shots than punches. Armed with hope and a hard-earned secret she plans to open the first coffee shop in Thune. To build something that will last Viv needs a new crew. She enlists a gruff hob builder shunned by humans and a shy baker whose cinnamon rolls are to die for. Then there’s Tandri a charming succubus who’s determined not to let anyone assume anything about her.
Bookshops & Bonedust,Bookshops&Bonedust,TravisBaldree,TravisBaldree,Legends&Lattes,Fantasy Cozy SliceofLife Romance LGBTQA+,Viv’s career with the renowned mercenary company Rackam’s Ravens isn’t going as planned. Wounded during the hunt for a powerful necromancer she’s packed off against her will to recuperate in the sleepy beach town of Murk – so far from the action that she worries she’ll never be able to return to it. What’s a thwarted soldier of fortune to do? Spending her hours at a struggling bookshop in the company of its foul-mouthed proprietor is the last thing Viv would have predicted. Even though it may be exactly what she needs. Still adventure isn’t far away.
Sufficiently Advanced Magic,SufficientlyAdvancedMagic,AndrewRowe,NickPodehl,ArcaneAscension,Epic LitRPG YoungAdult Action&Adventure Fantasy,The journey through the Serpent Spire won't be easy but Corin won't stop until he gets his brother back....
On the Shoulders of Titans,OntheShouldersofTitans,AndrewRowe,NickPodehl,ArcaneAscension,Action&Adventure Epic Fantasy LitRPG YoungAdult,Corin Cadence finally has a firm reason to believe his brother Tristan is still alive. Unfortunately finding more information isn’t going to be easy. Tristan appears to be entangled with a clandestine organization that calls themselves Whispers....
The Torch That Ignites the Stars,TheTorchThatIgnitestheStars,AndrewRowe,NickPodehl,ArcaneAscension,YoungAdult LitRPG Epic Action&Adventure,After concluding their first year at Lorian Heights Corin and his friends catch a train from their native Valia to the distant country of Caelford. For most this would be a simple vacation. Corin has other plans....
The Silence of Unworthy Gods,TheSilenceofUnworthyGods,AndrewRowe,NickPodehl,ArcaneAscension,Action&Adventure Epic Fantasy LitRPG YoungAdult,Upon returning to Valia after his journey to Caelford and the Unclaimed Lands Corin Cadence is confronted with a familiar foe—his own father. While his strength has vastly increased since his last encounter with Magnus Cadence Corin knows that he’ll need every trick at his disposal—and maybe a few new ones—if he wants to survive a duel with his father intact. While Corin struggles with his family his friends must face a second year at Lorian Heights with new classes familiar but new chancellor and deadly new enemies both on and off the campus.
Will Save the Galaxy for Food,WillSavetheGalaxyforFood,YahtzeeCroshaw,YahtzeeCroshaw,JacquesMcKeown,SpaceExploration ScienceFiction Dystopian Humerous Action&Adventure,Space travel just isn't what it used to be. With the invention of Quantum Teleportation space heroes aren't needed anymore....
Will Destroy the Galaxy for Cash,WillDestroytheGalaxyforCash,YahtzeeCroshaw,YahtzeeCroshaw,JacquesMcKeown,ScienceFiction SpaceExploration Action&Adventure Humerous Dystopian,With the age of heroic star pilots and galactic villains completely killed by quantum teleportation the ex-star pilot currently named Dashford Pierce is struggling to find his identity in a changing universe....
Will Leave the Galaxy for Good,WillLeavetheGalaxyforGood,YahtzeeCroshaw,YahtzeeCroshaw,JacquesMcKeown,Action&Adventure Aliens Humerous Dystopian ScienceFiction SpaceExploration,Jacques McKeown is the most celebrated author of star-pilot fiction in the galaxy. He's rich famous and living in luxury and his universe-wide fanbase eagerly awaits any news of his next book. There's just one small hitch. He's not Jacques McKeown. He's Dashford Pierce star pilot and con artist and if only the impatient calls from his publisher were the worst of his problems. There's also the last vestige of the Henderson crime gang trouble brewing in the retired star-pilot community and a small matter of somebody trying to kill him.
We Are Legion (We Are Bob),WeAreLegion WeAreBob,DennisE.Taylor,RayPorter,Bobiverse,SpaceOpera SpaceExploration ScienceFiction Humerous FirstContact Adventure,Bob Johansson has just sold his software company and is looking forward to a life of leisure....
For We Are Many,ForWeAreMany,DennisE.Taylor,RayPorter,Bobiverse,Adventure FirstContact Humerous ScienceFiction SpaceExploration SpaceOpera,Bob Johansson didn't believe in an afterlife so waking up after being killed in a car accident was a shock. To add to the surprise he is now a sentient computer and the controlling intelligence for a Von Neumann probe....
All These Worlds,AllTheseWorlds,DennisE.Taylor,RayPorter,Bobiverse,FirstContact Adventure Humerous ScienceFiction SpaceExploration SpaceOpera,Being a sentient spaceship really should be more fun....
Heaven's River,Heaven'sRiver,DennisE.Taylor,RayPorter,Bobiverse,ScienceFiction SpaceExploration SpaceOpera Humerous Adventure,More than a hundred years ago Bender set out for the stars and was never heard from again. There has been no trace of him despite numerous searches by his clone-mates. Now Bob is determined to organize an expedition to learn Bender’s fate - whatever the cost....
Not Till We Are Lost,NotTillWeAreLost,DennisE.Taylor,RayPorter,Bobiverse,SpaceExploration Adventure Humerous ScienceFiction SpaceOpera,The Bobiverse is a different place in the aftermath of the Starfleet War and the days of the Bobs gathering in one big happy moot are far behind. There’s anti-Bob sentiment on multiple planets the Skippies playing with an AI time bomb and multiple Bobs just wanting to get away from it all. But it all pales compared to what Icarus and Daedalus discover on their 26000-year journey to the center of the galaxy.
Dawnshard,Dawnshard,BrandonSanderson,KateReading MichaelKramer,TheStormlightArchive Standard,Action&Adventure Epic Fantasy,<p>From Brandon Sanderson—author of the #1 New York Times bestselling Stormlight Archive and its fourth massive installment Rhythm of War—comes a new hefty novella Dawnshard. Taking place between Oathbringer and Rhythm of War this tale (like Edgedancer before it) gives often-overshadowed characters their own chance to shine.</p> <p>When a ghost ship is discovered its crew presumed dead after trying to reach the storm-shrouded island Akina Navani Kholin must send an expedition to make sure the island hasn't fallen into enemy hands. Knights Radiant who fly too near find their Stormlight suddenly drained so the voyage must be by sea.</p> <p>Shipowner Rysn Ftori lost the use of her legs but gained the companionship of Chiri-Chiri a Stormlight-ingesting winged larkin a species once thought extinct. Now Rysn's pet is ill and any hope for Chiri-Chiri’s recovery can be found only at the ancestral home of the larkin: Akinah. With the help of Lopen the formerly one-armed Windrunner Rysn must accept Navani's quest and sail into the perilous storm from which no one has returned alive. If the crew cannot uncover the secrets of the hidden island city before the wrath of its ancient guardians falls upon them the fate of Roshar and the entire Cosmere hangs in the balance.</p>
